"Code","Cancer","Age","Case","PY","Version","Sex"
26,"나머지 내분비선암",85,1,68947,"09","male"
27,"나머지암, 불분명한 암",85,73,68947,"09","male"
28,"림프종, 다발성골수종",85,69,68947,"09","male"
29,"백혈병(CLL 제외)",85,36,68947,"09","male"
30,"급성림프구성백혈병",85,5,68947,"09","male"
31,"급성골수성백혈병",85,17,68947,"09","male"
32,"만성골수성백혈병",85,1,68947,"09","male"
1,"구강암, 인두암",0,0,308563,"10","male"
2,"식도암",0,0,308563,"10","male"
3,"위암",0,0,308563,"10","male"
4,"결장암",0,0,308563,"10","male"
5,"직장암",0,0,308563,"10","male"
6,"간암",0,3,308563,"10","male"
7,"담낭암",0,0,308563,"10","male"
8,"췌장암",0,0,308563,"10","male"
9,"기관지암, 폐암",0,0,308563,"10","male"
10,"비강암, 후두암, 나머지암",0,1,308563,"10","male"
11,"뼈암",0,0,308563,"10","male"
12,"결합조직암",0,0,308563,"10","male"
13,"악성흑색종",0,1,308563,"10","male"
14,"비흑색종피부암(기저세포암)",0,0,308563,"10","male"
15,"비흑색종피부암(편평세포암)",0,0,308563,"10","male"
16,"유방암(여성)",0,0,308563,"10","male"
17,"유방암(남성)",0,0,308563,"10","male"
18,"난소암",0,0,308563,"10","male"
19,"난소암 외 여성생식기암",0,0,308563,"10","male"
20,"남성생식기암",0,4,308563,"10","male"
21,"방광암",0,0,308563,"10","male"
22,"신장암, 나머지 비뇨기계암",0,3,308563,"10","male"
23,"안암",0,4,308563,"10","male"
24,"뇌암, 신경계암",0,3,308563,"10","male"
25,"갑상선암",0,0,308563,"10","male"
26,"나머지 내분비선암",0,3,308563,"10","male"
27,"나머지암, 불분명한 암",0,2,308563,"10","male"
28,"림프종, 다발성골수종",0,2,308563,"10","male"
29,"백혈병(CLL 제외)",0,14,308563,"10","male"
30,"급성림프구성백혈병",0,9,308563,"10","male"
31,"급성골수성백혈병",0,2,308563,"10","male"
32,"만성골수성백혈병",0,2,308563,"10","male"
1,"구강암, 인두암",5,0,330516,"10","male"
2,"식도암",5,0,330516,"10","male"
3,"위암",5,0,330516,"10","male"
4,"결장암",5,1,330516,"10","male"
5,"직장암",5,0,330516,"10","male"
6,"간암",5,0,330516,"10","male"
7,"담낭암",5,0,330516,"10","male"
8,"췌장암",5,0,330516,"10","male"
9,"기관지암, 폐암",5,0,330516,"10","male"
10,"비강암, 후두암, 나머지암",5,0,330516,"10","male"
11,"뼈암",5,0,330516,"10","male"
12,"결합조직암",5,1,330516,"10","male"
13,"악성흑색종",5,0,330516,"10","male"
14,"비흑색종피부암(기저세포암)",5,0,330516,"10","male"
15,"비흑색종피부암(편평세포암)",5,0,330516,"10","male"
16,"유방암(여성)",5,0,330516,"10","male"
17,"유방암(남성)",5,0,330516,"10","male"
18,"난소암",5,0,330516,"10","male"
19,"난소암 외 여성생식기암",5,0,330516,"10","male"
20,"남성생식기암",5,0,330516,"10","male"
21,"방광암",5,0,330516,"10","male"
22,"신장암, 나머지 비뇨기계암",5,0,330516,"10","male"
23,"안암",5,0,330516,"10","male"
24,"뇌암, 신경계암",5,7,330516,"10","male"
25,"갑상선암",5,0,330516,"10","male"
26,"나머지 내분비선암",5,1,330516,"10","male"
27,"나머지암, 불분명한 암",5,3,330516,"10","male"
28,"림프종, 다발성골수종",5,5,330516,"10","male"
29,"백혈병(CLL 제외)",5,10,330516,"10","male"
30,"급성림프구성백혈병",5,6,330516,"10","male"
31,"급성골수성백혈병",5,4,330516,"10","male"
32,"만성골수성백혈병",5,1,330516,"10","male"
1,"구강암, 인두암",10,1,347282,"10","male"
2,"식도암",10,0,347282,"10","male"
3,"위암",10,0,347282,"10","male"
4,"결장암",10,0,347282,"10","male"
5,"직장암",10,0,347282,"10","male"
6,"간암",10,0,347282,"10","male"
7,"담낭암",10,0,347282,"10","male"
8,"췌장암",10,0,347282,"10","male"
9,"기관지암, 폐암",10,0,347282,"10","male"
10,"비강암, 후두암, 나머지암",10,0,347282,"10","male"
11,"뼈암",10,3,347282,"10","male"
12,"결합조직암",10,0,347282,"10","male"
13,"악성흑색종",10,0,347282,"10","male"
14,"비흑색종피부암(기저세포암)",10,0,347282,"10","male"
15,"비흑색종피부암(편평세포암)",10,0,347282,"10","male"
16,"유방암(여성)",10,0,347282,"10","male"
17,"유방암(남성)",10,0,347282,"10","male"
18,"난소암",10,0,347282,"10","male"
19,"난소암 외 여성생식기암",10,0,347282,"10","male"
20,"남성생식기암",10,0,347282,"10","male"
21,"방광암",10,0,347282,"10","male"
22,"신장암, 나머지 비뇨기계암",10,0,347282,"10","male"
23,"안암",10,0,347282,"10","male"
24,"뇌암, 신경계암",10,2,347282,"10","male"
25,"갑상선암",10,0,347282,"10","male"
26,"나머지 내분비선암",10,2,347282,"10","male"
27,"나머지암, 불분명한 암",10,3,347282,"10","male"
28,"림프종, 다발성골수종",10,2,347282,"10","male"
29,"백혈병(CLL 제외)",10,11,347282,"10","male"
30,"급성림프구성백혈병",10,6,347282,"10","male"
31,"급성골수성백혈병",10,3,347282,"10","male"
32,"만성골수성백혈병",10,0,347282,"10","male"
1,"구강암, 인두암",15,2,371602,"10","male"
2,"식도암",15,0,371602,"10","male"
3,"위암",15,2,371602,"10","male"
4,"결장암",15,0,371602,"10","male"
5,"직장암",15,1,371602,"10","male"
6,"간암",15,0,371602,"10","male"
7,"담낭암",15,0,371602,"10","male"
8,"췌장암",15,0,371602,"10","male"
9,"기관지암, 폐암",15,2,371602,"10","male"
10,"비강암, 후두암, 나머지암",15,2,371602,"10","male"
11,"뼈암",15,6,371602,"10","male"
12,"결합조직암",15,4,371602,"10","male"
13,"악성흑색종",15,1,371602,"10","male"
14,"비흑색종피부암(기저세포암)",15,1,371602,"10","male"
15,"비흑색종피부암(편평세포암)",15,1,371602,"10","male"
16,"유방암(여성)",15,0,371602,"10","male"
17,"유방암(남성)",15,0,371602,"10","male"
18,"난소암",15,0,371602,"10","male"
19,"난소암 외 여성생식기암",15,0,371602,"10","male"
20,"남성생식기암",15,1,371602,"10","male"
21,"방광암",15,1,371602,"10","male"
22,"신장암, 나머지 비뇨기계암",15,0,371602,"10","male"
23,"안암",15,0,371602,"10","male"
24,"뇌암, 신경계암",15,5,371602,"10","male"
25,"갑상선암",15,1,371602,"10","male"
26,"나머지 내분비선암",15,2,371602,"10","male"
27,"나머지암, 불분명한 암",15,6,371602,"10","male"
28,"림프종, 다발성골수종",15,2,371602,"10","male"
29,"백혈병(CLL 제외)",15,5,371602,"10","male"
30,"급성림프구성백혈병",15,3,371602,"10","male"
31,"급성골수성백혈병",15,0,371602,"10","male"
32,"만성골수성백혈병",15,1,371602,"10","male"
1,"구강암, 인두암",20,3,330880,"10","male"
2,"식도암",20,0,330880,"10","male"
3,"위암",20,5,330880,"10","male"
4,"결장암",20,1,330880,"10","male"
5,"직장암",20,1,330880,"10","male"
6,"간암",20,1,330880,"10","male"
7,"담낭암",20,0,330880,"10","male"
8,"췌장암",20,0,330880,"10","male"
9,"기관지암, 폐암",20,1,330880,"10","male"
10,"비강암, 후두암, 나머지암",20,2,330880,"10","male"
11,"뼈암",20,1,330880,"10","male"
12,"결합조직암",20,1,330880,"10","male"
13,"악성흑색종",20,0,330880,"10","male"
14,"비흑색종피부암(기저세포암)",20,2,330880,"10","male"
15,"비흑색종피부암(편평세포암)",20,2,330880,"10","male"
16,"유방암(여성)",20,0,330880,"10","male"
17,"유방암(남성)",20,0,330880,"10","male"
18,"난소암",20,0,330880,"10","male"
19,"난소암 외 여성생식기암",20,0,330880,"10","male"
20,"남성생식기암",20,6,330880,"10","male"
21,"방광암",20,3,330880,"10","male"
22,"신장암, 나머지 비뇨기계암",20,1,330880,"10","male"
23,"안암",20,0,330880,"10","male"
24,"뇌암, 신경계암",20,7,330880,"10","male"
25,"갑상선암",20,4,330880,"10","male"
26,"나머지 내분비선암",20,6,330880,"10","male"
27,"나머지암, 불분명한 암",20,8,330880,"10","male"
28,"림프종, 다발성골수종",20,8,330880,"10","male"
29,"백혈병(CLL 제외)",20,11,330880,"10","male"
30,"급성림프구성백혈병",20,7,330880,"10","male"
31,"급성골수성백혈병",20,5,330880,"10","male"
32,"만성골수성백혈병",20,1,330880,"10","male"
1,"구강암, 인두암",25,6,383537,"10","male"
2,"식도암",25,0,383537,"10","male"
3,"위암",25,17,383537,"10","male"
4,"결장암",25,5,383537,"10","male"
5,"직장암",25,2,383537,"10","male"
6,"간암",25,0,383537,"10","male"
7,"담낭암",25,0,383537,"10","male"
8,"췌장암",25,0,383537,"10","male"
9,"기관지암, 폐암",25,5,383537,"10","male"
10,"비강암, 후두암, 나머지암",25,3,383537,"10","male"
11,"뼈암",25,1,383537,"10","male"
12,"결합조직암",25,4,383537,"10","male"
13,"악성흑색종",25,1,383537,"10","male"
14,"비흑색종피부암(기저세포암)",25,2,383537,"10","male"
15,"비흑색종피부암(편평세포암)",25,2,383537,"10","male"
16,"유방암(여성)",25,0,383537,"10","male"
17,"유방암(남성)",25,1,383537,"10","male"
18,"난소암",25,0,383537,"10","male"
19,"난소암 외 여성생식기암",25,0,383537,"10","male"
20,"남성생식기암",25,21,383537,"10","male"
21,"방광암",25,0,383537,"10","male"
22,"신장암, 나머지 비뇨기계암",25,5,383537,"10","male"
23,"안암",25,0,383537,"10","male"
24,"뇌암, 신경계암",25,8,383537,"10","male"
25,"갑상선암",25,14,383537,"10","male"
26,"나머지 내분비선암",25,0,383537,"10","male"
27,"나머지암, 불분명한 암",25,11,383537,"10","male"
28,"림프종, 다발성골수종",25,5,383537,"10","male"
29,"백혈병(CLL 제외)",25,19,383537,"10","male"
30,"급성림프구성백혈병",25,0,383537,"10","male"
31,"급성골수성백혈병",25,12,383537,"10","male"
32,"만성골수성백혈병",25,5,383537,"10","male"
1,"구강암, 인두암",30,9,455313,"10","male"
2,"식도암",30,0,455313,"10","male"
3,"위암",30,24,455313,"10","male"
4,"결장암",30,15,455313,"10","male"
5,"직장암",30,14,455313,"10","male"
6,"간암",30,6,455313,"10","male"
7,"담낭암",30,1,455313,"10","male"
8,"췌장암",30,1,455313,"10","male"
9,"기관지암, 폐암",30,8,455313,"10","male"
10,"비강암, 후두암, 나머지암",30,9,455313,"10","male"
11,"뼈암",30,1,455313,"10","male"
12,"결합조직암",30,4,455313,"10","male"
13,"악성흑색종",30,0,455313,"10","male"
14,"비흑색종피부암(기저세포암)",30,7,455313,"10","male"
15,"비흑색종피부암(편평세포암)",30,7,455313,"10","male"
16,"유방암(여성)",30,0,455313,"10","male"
17,"유방암(남성)",30,0,455313,"10","male"
18,"난소암",30,0,455313,"10","male"
19,"난소암 외 여성생식기암",30,0,455313,"10","male"
20,"남성생식기암",30,28,455313,"10","male"
21,"방광암",30,3,455313,"10","male"
22,"신장암, 나머지 비뇨기계암",30,7,455313,"10","male"
23,"안암",30,0,455313,"10","male"
24,"뇌암, 신경계암",30,11,455313,"10","male"
25,"갑상선암",30,14,455313,"10","male"
26,"나머지 내분비선암",30,3,455313,"10","male"
27,"나머지암, 불분명한 암",30,8,455313,"10","male"
28,"림프종, 다발성골수종",30,20,455313,"10","male"
29,"백혈병(CLL 제외)",30,16,455313,"10","male"
30,"급성림프구성백혈병",30,3,455313,"10","male"
31,"급성골수성백혈병",30,8,455313,"10","male"
32,"만성골수성백혈병",30,2,455313,"10","male"
1,"구강암, 인두암",35,16,412204,"10","male"
2,"식도암",35,1,412204,"10","male"
3,"위암",35,43,412204,"10","male"
4,"결장암",35,34,412204,"10","male"
5,"직장암",35,24,412204,"10","male"
6,"간암",35,17,412204,"10","male"
7,"담낭암",35,4,412204,"10","male"
8,"췌장암",35,4,412204,"10","male"
9,"기관지암, 폐암",35,30,412204,"10","male"
10,"비강암, 후두암, 나머지암",35,6,412204,"10","male"
11,"뼈암",35,4,412204,"10","male"
12,"결합조직암",35,4,412204,"10","male"
13,"악성흑색종",35,2,412204,"10","male"
14,"비흑색종피부암(기저세포암)",35,8,412204,"10","male"
15,"비흑색종피부암(편평세포암)",35,8,412204,"10","male"
16,"유방암(여성)",35,0,412204,"10","male"
17,"유방암(남성)",35,0,412204,"10","male"
18,"난소암",35,0,412204,"10","male"
19,"난소암 외 여성생식기암",35,0,412204,"10","male"
20,"남성생식기암",35,20,412204,"10","male"
21,"방광암",35,8,412204,"10","male"
22,"신장암, 나머지 비뇨기계암",35,19,412204,"10","male"
23,"안암",35,1,412204,"10","male"
24,"뇌암, 신경계암",35,12,412204,"10","male"
25,"갑상선암",35,15,412204,"10","male"
26,"나머지 내분비선암",35,1,412204,"10","male"
27,"나머지암, 불분명한 암",35,9,412204,"10","male"
28,"림프종, 다발성골수종",35,16,412204,"10","male"
29,"백혈병(CLL 제외)",35,20,412204,"10","male"
30,"급성림프구성백혈병",35,5,412204,"10","male"
31,"급성골수성백혈병",35,4,412204,"10","male"
32,"만성골수성백혈병",35,5,412204,"10","male"
1,"구강암, 인두암",40,22,396505,"10","male"
2,"식도암",40,7,396505,"10","male"
3,"위암",40,94,396505,"10","male"
4,"결장암",40,50,396505,"10","male"
5,"직장암",40,50,396505,"10","male"
6,"간암",40,39,396505,"10","male"
7,"담낭암",40,7,396505,"10","male"
8,"췌장암",40,12,396505,"10","male"
9,"기관지암, 폐암",40,38,396505,"10","male"
10,"비강암, 후두암, 나머지암",40,8,396505,"10","male"
11,"뼈암",40,0,396505,"10","male"
12,"결합조직암",40,1,396505,"10","male"
13,"악성흑색종",40,0,396505,"10","male"
14,"비흑색종피부암(기저세포암)",40,8,396505,"10","male"
15,"비흑색종피부암(편평세포암)",40,8,396505,"10","male"
16,"유방암(여성)",40,0,396505,"10","male"
17,"유방암(남성)",40,0,396505,"10","male"
18,"난소암",40,0,396505,"10","male"
19,"난소암 외 여성생식기암",40,0,396505,"10","male"
20,"남성생식기암",40,31,396505,"10","male"
21,"방광암",40,23,396505,"10","male"
22,"신장암, 나머지 비뇨기계암",40,28,396505,"10","male"
23,"안암",40,0,396505,"10","male"
24,"뇌암, 신경계암",40,17,396505,"10","male"
25,"갑상선암",40,13,396505,"10","male"
26,"나머지 내분비선암",40,0,396505,"10","male"
27,"나머지암, 불분명한 암",40,7,396505,"10","male"
28,"림프종, 다발성골수종",40,39,396505,"10","male"
29,"백혈병(CLL 제외)",40,33,396505,"10","male"
30,"급성림프구성백혈병",40,4,396505,"10","male"
31,"급성골수성백혈병",40,15,396505,"10","male"
32,"만성골수성백혈병",40,2,396505,"10","male"
1,"구강암, 인두암",45,48,409206,"10","male"
2,"식도암",45,48,409206,"10","male"
3,"위암",45,211,409206,"10","male"
4,"결장암",45,80,409206,"10","male"
5,"직장암",45,98,409206,"10","male"
6,"간암",45,93,409206,"10","male"
7,"담낭암",45,9,409206,"10","male"
8,"췌장암",45,26,409206,"10","male"
9,"기관지암, 폐암",45,122,409206,"10","male"
10,"비강암, 후두암, 나머지암",45,18,409206,"10","male"
11,"뼈암",45,2,409206,"10","male"
12,"결합조직암",45,7,409206,"10","male"
13,"악성흑색종",45,3,409206,"10","male"
14,"비흑색종피부암(기저세포암)",45,17,409206,"10","male"
15,"비흑색종피부암(편평세포암)",45,17,409206,"10","male"
16,"유방암(여성)",45,0,409206,"10","male"
17,"유방암(남성)",45,0,409206,"10","male"
18,"난소암",45,0,409206,"10","male"
19,"난소암 외 여성생식기암",45,0,409206,"10","male"
20,"남성생식기암",45,23,409206,"10","male"
21,"방광암",45,44,409206,"10","male"
22,"신장암, 나머지 비뇨기계암",45,51,409206,"10","male"
23,"안암",45,0,409206,"10","male"
24,"뇌암, 신경계암",45,17,409206,"10","male"
25,"갑상선암",45,27,409206,"10","male"
26,"나머지 내분비선암",45,1,409206,"10","male"
27,"나머지암, 불분명한 암",45,15,409206,"10","male"
28,"림프종, 다발성골수종",45,58,409206,"10","male"
29,"백혈병(CLL 제외)",45,29,409206,"10","male"
30,"급성림프구성백혈병",45,5,409206,"10","male"
31,"급성골수성백혈병",45,13,409206,"10","male"
32,"만성골수성백혈병",45,0,409206,"10","male"
1,"구강암, 인두암",50,106,470860,"10","male"
2,"식도암",50,96,470860,"10","male"
3,"위암",50,447,470860,"10","male"
4,"결장암",50,226,470860,"10","male"
5,"직장암",50,216,470860,"10","male"
6,"간암",50,234,470860,"10","male"
7,"담낭암",50,38,470860,"10","male"
8,"췌장암",50,81,470860,"10","male"
9,"기관지암, 폐암",50,251,470860,"10","male"
10,"비강암, 후두암, 나머지암",50,35,470860,"10","male"
11,"뼈암",50,3,470860,"10","male"
12,"결합조직암",50,4,470860,"10","male"
13,"악성흑색종",50,7,470860,"10","male"
14,"비흑색종피부암(기저세포암)",50,31,470860,"10","male"
15,"비흑색종피부암(편평세포암)",50,31,470860,"10","male"
16,"유방암(여성)",50,0,470860,"10","male"
17,"유방암(남성)",50,2,470860,"10","male"
18,"난소암",50,0,470860,"10","male"
19,"난소암 외 여성생식기암",50,0,470860,"10","male"
20,"남성생식기암",50,110,470860,"10","male"
21,"방광암",50,98,470860,"10","male"
22,"신장암, 나머지 비뇨기계암",50,104,470860,"10","male"
23,"안암",50,1,470860,"10","male"
24,"뇌암, 신경계암",50,18,470860,"10","male"
25,"갑상선암",50,40,470860,"10","male"
26,"나머지 내분비선암",50,1,470860,"10","male"
27,"나머지암, 불분명한 암",50,55,470860,"10","male"
28,"림프종, 다발성골수종",50,94,470860,"10","male"
29,"백혈병(CLL 제외)",50,50,470860,"10","male"
30,"급성림프구성백혈병",50,7,470860,"10","male"
31,"급성골수성백혈병",50,12,470860,"10","male"
32,"만성골수성백혈병",50,5,470860,"10","male"
1,"구강암, 인두암",55,155,511118,"10","male"
2,"식도암",55,226,511118,"10","male"
3,"위암",55,846,511118,"10","male"
4,"결장암",55,417,511118,"10","male"
5,"직장암",55,371,511118,"10","male"
6,"간암",55,363,511118,"10","male"
7,"담낭암",55,58,511118,"10","male"
8,"췌장암",55,128,511118,"10","male"
9,"기관지암, 폐암",55,523,511118,"10","male"
10,"비강암, 후두암, 나머지암",55,95,511118,"10","male"
11,"뼈암",55,6,511118,"10","male"
12,"결합조직암",55,14,511118,"10","male"
13,"악성흑색종",55,3,511118,"10","male"
14,"비흑색종피부암(기저세포암)",55,59,511118,"10","male"
15,"비흑색종피부암(편평세포암)",55,59,511118,"10","male"
16,"유방암(여성)",55,0,511118,"10","male"
17,"유방암(남성)",55,5,511118,"10","male"
18,"난소암",55,0,511118,"10","male"
19,"난소암 외 여성생식기암",55,0,511118,"10","male"
20,"남성생식기암",55,272,511118,"10","male"
21,"방광암",55,203,511118,"10","male"
22,"신장암, 나머지 비뇨기계암",55,176,511118,"10","male"
23,"안암",55,0,511118,"10","male"
24,"뇌암, 신경계암",55,21,511118,"10","male"
25,"갑상선암",55,65,511118,"10","male"
26,"나머지 내분비선암",55,2,511118,"10","male"
27,"나머지암, 불분명한 암",55,75,511118,"10","male"
28,"림프종, 다발성골수종",55,129,511118,"10","male"
29,"백혈병(CLL 제외)",55,71,511118,"10","male"
30,"급성림프구성백혈병",55,6,511118,"10","male"
31,"급성골수성백혈병",55,31,511118,"10","male"
32,"만성골수성백혈병",55,6,511118,"10","male"
1,"구강암, 인두암",60,156,388717,"10","male"
2,"식도암",60,263,388717,"10","male"
3,"위암",60,1021,388717,"10","male"
4,"결장암",60,523,388717,"10","male"
5,"직장암",60,402,388717,"10","male"
6,"간암",60,484,388717,"10","male"
7,"담낭암",60,84,388717,"10","male"
8,"췌장암",60,141,388717,"10","male"
9,"기관지암, 폐암",60,659,388717,"10","male"
10,"비강암, 후두암, 나머지암",60,86,388717,"10","male"
11,"뼈암",60,4,388717,"10","male"
12,"결합조직암",60,18,388717,"10","male"
13,"악성흑색종",60,6,388717,"10","male"
14,"비흑색종피부암(기저세포암)",60,76,388717,"10","male"
15,"비흑색종피부암(편평세포암)",60,76,388717,"10","male"
16,"유방암(여성)",60,0,388717,"10","male"
17,"유방암(남성)",60,4,388717,"10","male"
18,"난소암",60,0,388717,"10","male"
19,"난소암 외 여성생식기암",60,0,388717,"10","male"
20,"남성생식기암",60,625,388717,"10","male"
21,"방광암",60,210,388717,"10","male"
22,"신장암, 나머지 비뇨기계암",60,123,388717,"10","male"
23,"안암",60,3,388717,"10","male"
24,"뇌암, 신경계암",60,27,388717,"10","male"
25,"갑상선암",60,54,388717,"10","male"
26,"나머지 내분비선암",60,0,388717,"10","male"
27,"나머지암, 불분명한 암",60,97,388717,"10","male"
28,"림프종, 다발성골수종",60,148,388717,"10","male"
29,"백혈병(CLL 제외)",60,89,388717,"10","male"
30,"급성림프구성백혈병",60,5,388717,"10","male"
31,"급성골수성백혈병",60,37,388717,"10","male"
32,"만성골수성백혈병",60,3,388717,"10","male"
1,"구강암, 인두암",65,176,342174,"10","male"
2,"식도암",65,264,342174,"10","male"
3,"위암",65,1249,342174,"10","male"
4,"결장암",65,687,342174,"10","male"
5,"직장암",65,422,342174,"10","male"
6,"간암",65,603,342174,"10","male"
7,"담낭암",65,123,342174,"10","male"
8,"췌장암",65,185,342174,"10","male"
9,"기관지암, 폐암",65,878,342174,"10","male"
10,"비강암, 후두암, 나머지암",65,123,342174,"10","male"
11,"뼈암",65,4,342174,"10","male"
12,"결합조직암",65,19,342174,"10","male"
13,"악성흑색종",65,12,342174,"10","male"
14,"비흑색종피부암(기저세포암)",65,87,342174,"10","male"
15,"비흑색종피부암(편평세포암)",65,87,342174,"10","male"
16,"유방암(여성)",65,0,342174,"10","male"
17,"유방암(남성)",65,5,342174,"10","male"
18,"난소암",65,0,342174,"10","male"
19,"난소암 외 여성생식기암",65,0,342174,"10","male"
20,"남성생식기암",65,1058,342174,"10","male"
21,"방광암",65,318,342174,"10","male"
22,"신장암, 나머지 비뇨기계암",65,160,342174,"10","male"
23,"안암",65,0,342174,"10","male"
24,"뇌암, 신경계암",65,33,342174,"10","male"
25,"갑상선암",65,47,342174,"10","male"
26,"나머지 내분비선암",65,0,342174,"10","male"
27,"나머지암, 불분명한 암",65,125,342174,"10","male"
28,"림프종, 다발성골수종",65,192,342174,"10","male"
29,"백혈병(CLL 제외)",65,101,342174,"10","male"
30,"급성림프구성백혈병",65,7,342174,"10","male"
31,"급성골수성백혈병",65,41,342174,"10","male"
32,"만성골수성백혈병",65,9,342174,"10","male"
1,"구강암, 인두암",70,193,301722,"10","male"
2,"식도암",70,244,301722,"10","male"
3,"위암",70,1515,301722,"10","male"
4,"결장암",70,873,301722,"10","male"
5,"직장암",70,442,301722,"10","male"
6,"간암",70,790,301722,"10","male"
7,"담낭암",70,153,301722,"10","male"
8,"췌장암",70,229,301722,"10","male"
9,"기관지암, 폐암",70,1309,301722,"10","male"
10,"비강암, 후두암, 나머지암",70,107,301722,"10","male"
11,"뼈암",70,5,301722,"10","male"
12,"결합조직암",70,16,301722,"10","male"
13,"악성흑색종",70,9,301722,"10","male"
14,"비흑색종피부암(기저세포암)",70,192,301722,"10","male"
15,"비흑색종피부암(편평세포암)",70,192,301722,"10","male"
16,"유방암(여성)",70,0,301722,"10","male"
17,"유방암(남성)",70,7,301722,"10","male"
18,"난소암",70,0,301722,"10","male"
19,"난소암 외 여성생식기암",70,0,301722,"10","male"
20,"남성생식기암",70,1693,301722,"10","male"
21,"방광암",70,452,301722,"10","male"
22,"신장암, 나머지 비뇨기계암",70,228,301722,"10","male"
23,"안암",70,1,301722,"10","male"
24,"뇌암, 신경계암",70,22,301722,"10","male"
25,"갑상선암",70,43,301722,"10","male"
26,"나머지 내분비선암",70,3,301722,"10","male"
27,"나머지암, 불분명한 암",70,188,301722,"10","male"
28,"림프종, 다발성골수종",70,231,301722,"10","male"
29,"백혈병(CLL 제외)",70,135,301722,"10","male"
30,"급성림프구성백혈병",70,13,301722,"10","male"
31,"급성골수성백혈병",70,70,301722,"10","male"
32,"만성골수성백혈병",70,13,301722,"10","male"
1,"구강암, 인두암",75,148,232964,"10","male"
2,"식도암",75,222,232964,"10","male"
3,"위암",75,1438,232964,"10","male"
4,"결장암",75,706,232964,"10","male"
5,"직장암",75,371,232964,"10","male"
6,"간암",75,645,232964,"10","male"
7,"담낭암",75,181,232964,"10","male"
8,"췌장암",75,248,232964,"10","male"
9,"기관지암, 폐암",75,1508,232964,"10","male"
10,"비강암, 후두암, 나머지암",75,99,232964,"10","male"
11,"뼈암",75,5,232964,"10","male"
12,"결합조직암",75,22,232964,"10","male"
13,"악성흑색종",75,9,232964,"10","male"
14,"비흑색종피부암(기저세포암)",75,172,232964,"10","male"
15,"비흑색종피부암(편평세포암)",75,172,232964,"10","male"
16,"유방암(여성)",75,0,232964,"10","male"
17,"유방암(남성)",75,10,232964,"10","male"
18,"난소암",75,0,232964,"10","male"
19,"난소암 외 여성생식기암",75,0,232964,"10","male"
20,"남성생식기암",75,1601,232964,"10","male"
21,"방광암",75,471,232964,"10","male"
22,"신장암, 나머지 비뇨기계암",75,184,232964,"10","male"
23,"안암",75,1,232964,"10","male"
24,"뇌암, 신경계암",75,25,232964,"10","male"
25,"갑상선암",75,40,232964,"10","male"
26,"나머지 내분비선암",75,0,232964,"10","male"
27,"나머지암, 불분명한 암",75,212,232964,"10","male"
28,"림프종, 다발성골수종",75,254,232964,"10","male"
29,"백혈병(CLL 제외)",75,128,232964,"10","male"
30,"급성림프구성백혈병",75,5,232964,"10","male"
31,"급성골수성백혈병",75,55,232964,"10","male"
32,"만성골수성백혈병",75,12,232964,"10","male"
1,"구강암, 인두암",80,89,134333,"10","male"
2,"식도암",80,110,134333,"10","male"
3,"위암",80,966,134333,"10","male"
4,"결장암",80,488,134333,"10","male"
5,"직장암",80,213,134333,"10","male"
6,"간암",80,343,134333,"10","male"
7,"담낭암",80,168,134333,"10","male"
8,"췌장암",80,167,134333,"10","male"
9,"기관지암, 폐암",80,1057,134333,"10","male"
10,"비강암, 후두암, 나머지암",80,44,134333,"10","male"
11,"뼈암",80,2,134333,"10","male"
12,"결합조직암",80,16,134333,"10","male"
13,"악성흑색종",80,5,134333,"10","male"
14,"비흑색종피부암(기저세포암)",80,138,134333,"10","male"
15,"비흑색종피부암(편평세포암)",80,138,134333,"10","male"
16,"유방암(여성)",80,0,134333,"10","male"
17,"유방암(남성)",80,9,134333,"10","male"
18,"난소암",80,0,134333,"10","male"
19,"난소암 외 여성생식기암",80,0,134333,"10","male"
20,"남성생식기암",80,870,134333,"10","male"
21,"방광암",80,337,134333,"10","male"
22,"신장암, 나머지 비뇨기계암",80,124,134333,"10","male"
23,"안암",80,2,134333,"10","male"
24,"뇌암, 신경계암",80,9,134333,"10","male"
25,"갑상선암",80,19,134333,"10","male"
26,"나머지 내분비선암",80,1,134333,"10","male"
27,"나머지암, 불분명한 암",80,178,134333,"10","male"
28,"림프종, 다발성골수종",80,169,134333,"10","male"
29,"백혈병(CLL 제외)",80,102,134333,"10","male"
30,"급성림프구성백혈병",80,7,134333,"10","male"
31,"급성골수성백혈병",80,43,134333,"10","male"
32,"만성골수성백혈병",80,13,134333,"10","male"
1,"구강암, 인두암",85,48,89450,"10","male"
2,"식도암",85,74,89450,"10","male"
3,"위암",85,631,89450,"10","male"
4,"결장암",85,380,89450,"10","male"
5,"직장암",85,157,89450,"10","male"
6,"간암",85,197,89450,"10","male"
7,"담낭암",85,158,89450,"10","male"
8,"췌장암",85,120,89450,"10","male"
9,"기관지암, 폐암",85,669,89450,"10","male"
10,"비강암, 후두암, 나머지암",85,29,89450,"10","male"
11,"뼈암",85,1,89450,"10","male"
12,"결합조직암",85,9,89450,"10","male"
13,"악성흑색종",85,1,89450,"10","male"
14,"비흑색종피부암(기저세포암)",85,164,89450,"10","male"
15,"비흑색종피부암(편평세포암)",85,164,89450,"10","male"
16,"유방암(여성)",85,0,89450,"10","male"
17,"유방암(남성)",85,0,89450,"10","male"
18,"난소암",85,0,89450,"10","male"
